"UTC0 datetime","Variable","Value","Max Value","Min Value","%Coverage","Updated at"
"2020-01-01 00:00:00","D","5.260","5.330","5.185","6.000","2021-06-21 13:04:10"
"2020-01-01 06:00:00","D","4.063","5.165","1.660","6.000","2021-06-21 13:04:09"
"2020-01-01 12:00:00","D","0.628","0.689","0.574","6.000","2021-06-21 13:04:10"
"2020-01-01 18:00:00","D","0.579","0.582","0.576","6.000","2021-06-21 13:04:09"
"2020-01-02 00:00:00","D","0.579","0.583","0.576","6.000","2021-06-21 13:04:09"
"2020-01-02 06:00:00","D","0.579","0.582","0.576","6.000","2021-06-21 13:04:09"
"2020-01-02 12:00:00","D","0.586","0.594","0.577","6.000","2021-06-21 13:04:09"
"2020-01-02 18:00:00","D","1.702","4.530","0.576","6.000","2021-06-21 13:04:09"
"2020-01-03 00:00:00","D","2.402","4.650","0.796","6.000","2021-06-21 13:04:09"
"2020-01-03 06:00:00","D","0.615","0.658","0.583","6.000","2021-06-21 13:04:09"
"2020-01-03 12:00:00","D","1.135","3.610","0.582","6.000","2021-06-21 13:04:09"
"2020-01-03 18:00:00","D","2.727","4.468","0.810","6.000","2021-06-21 13:04:09"
"2020-01-04 00:00:00","D","2.256","4.590","0.613","6.000","2021-06-21 13:04:09"
"2020-01-04 06:00:00","D","0.589","0.615","0.580","6.000","2021-06-21 13:04:10"
"2020-01-04 12:00:00","D","0.589","0.609","0.577","6.000","2021-06-21 13:04:09"
"2020-01-04 18:00:00","D","0.794","1.866","0.577","6.000","2021-06-21 13:04:10"
"2020-01-05 00:00:00","D","4.062","4.123","3.818","6.000","2021-06-21 13:04:09"
"2020-01-05 06:00:00","D","4.013","4.055","3.990","6.000","2021-06-21 13:04:10"
"2020-01-05 12:00:00","D","4.033","4.065","3.990","6.000","2021-06-21 13:04:09"
"2020-01-05 18:00:00","D","3.962","3.978","3.953","6.000","2021-06-21 13:04:09"
"2020-01-06 00:00:00","D","3.474","3.930","2.078","6.000","2021-06-21 13:04:09"
"2020-01-06 06:00:00","D","0.981","1.208","0.907","6.000","2021-06-21 13:04:09"
"2020-01-06 12:00:00","D","0.978","1.010","0.934","6.000","2021-06-21 13:04:09"
"2020-01-06 18:00:00","D","1.754","3.748","0.869","6.000","2021-06-21 13:04:09"
"2020-01-07 00:00:00","D","1.610","3.788","0.912","6.000","2021-06-21 13:04:09"
"2020-01-07 06:00:00","D","0.652","0.868","0.580","6.000","2021-06-21 13:04:09"
"2020-01-07 12:00:00","D","0.584","0.589","0.580","6.000","2021-06-21 13:04:09"
"2020-01-07 18:00:00","D","1.528","3.723","0.580","6.000","2021-06-21 13:04:09"
"2020-01-08 00:00:00","D","1.913","3.858","0.750","6.000","2021-06-21 13:04:09"
"2020-01-08 06:00:00","D","0.594","0.627","0.576","6.000","2021-06-21 13:04:09"
"2020-01-08 12:00:00","D","0.581","0.591","0.576","6.000","2021-06-21 13:04:10"
"2020-01-08 18:00:00","D","2.614","3.625","0.585","6.000","2021-06-21 13:04:09"
"2020-01-09 00:00:00","D","1.500","3.640","0.598","6.000","2021-06-21 13:04:10"
"2020-01-09 06:00:00","D","0.652","0.717","0.618","6.000","2021-06-21 13:04:09"
"2020-01-09 12:00:00","D","0.875","1.290","0.703","6.000","2021-06-21 13:04:10"
"2020-01-09 18:00:00","D","3.891","7.698","1.675","6.000","2021-06-21 13:04:09"
"2020-01-10 00:00:00","D","9.469","12.800","6.563","6.000","2021-06-21 13:04:09"
"2020-01-10 06:00:00","D","12.971","13.400","12.675","6.000","2021-06-21 13:04:09"
"2020-01-10 12:00:00","D","13.333","13.475","13.150","6.000","2021-06-21 13:04:09"
"2020-01-10 18:00:00","D","13.179","13.375","13.000","6.000","2021-06-21 13:04:09"
"2020-01-11 00:00:00","D","13.058","13.325","12.875","6.000","2021-06-21 13:04:09"
"2020-01-11 06:00:00","D","12.475","12.800","12.175","6.000","2021-06-21 13:04:09"
"2020-01-11 12:00:00","D","11.038","12.250","9.520","6.000","2021-06-21 13:04:09"
"2020-01-11 18:00:00","D","8.116","8.855","7.438","6.000","2021-06-21 13:04:09"
"2020-01-12 00:00:00","D","7.181","7.283","7.065","6.000","2021-06-21 13:04:09"
"2020-01-12 06:00:00","D","6.887","7.003","6.785","6.000","2021-06-21 13:04:10"
"2020-01-12 12:00:00","D","6.867","7.060","6.785","6.000","2021-06-21 13:04:09"
"2020-01-12 18:00:00","D","8.573","10.003","7.245","6.000","2021-06-21 13:04:10"
"2020-01-13 00:00:00","D","11.725","12.400","10.425","6.000","2021-06-21 13:04:09"
"2020-01-13 06:00:00","D","12.700","12.950","12.475","6.000","2021-06-21 13:04:10"
"2020-01-13 12:00:00","D","12.729","12.825","12.600","6.000","2021-06-21 13:04:09"
"2020-01-13 18:00:00","D","12.471","12.725","12.200","6.000","2021-06-21 13:04:09"
"2020-01-14 00:00:00","D","12.158","12.250","12.000","6.000","2021-06-21 13:04:09"
