"UTC0 datetime","Variable","Value","Max Value","Min Value","%Coverage","Updated at"
"2020-01-01 00:00:00","W","0.253","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-01 00:00:00","D","0.877","0.883","0.874","6.000","2021-06-01 22:22:52"
"2020-01-01 06:00:00","W","0.253","0.254","0.252","6.000","2021-06-01 22:22:52"
"2020-01-01 06:00:00","D","0.873","0.884","0.862","6.000","2021-06-01 22:22:52"
"2020-01-01 12:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-01 12:00:00","D","0.876","0.882","0.866","6.000","2021-06-01 22:22:52"
"2020-01-01 18:00:00","W","0.255","0.258","0.253","6.000","2021-06-01 22:22:52"
"2020-01-01 18:00:00","D","0.894","0.930","0.872","6.000","2021-06-01 22:22:52"
"2020-01-02 00:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-02 00:00:00","D","0.879","0.889","0.873","6.000","2021-06-01 22:22:52"
"2020-01-02 06:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-02 06:00:00","D","0.879","0.884","0.873","6.000","2021-06-01 22:22:52"
"2020-01-02 12:00:00","W","0.253","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-02 12:00:00","D","0.876","0.877","0.875","6.000","2021-06-01 22:22:52"
"2020-01-02 18:00:00","W","0.255","0.257","0.253","6.000","2021-06-01 22:22:52"
"2020-01-02 18:00:00","D","0.893","0.919","0.876","6.000","2021-06-01 22:22:52"
"2020-01-03 00:00:00","W","0.253","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-03 00:00:00","D","0.873","0.879","0.865","6.000","2021-06-01 22:22:52"
"2020-01-03 06:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-03 06:00:00","D","0.877","0.886","0.873","6.000","2021-06-01 22:22:52"
"2020-01-03 12:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:22:52"
"2020-01-03 12:00:00","D","0.878","0.885","0.865","6.000","2021-06-01 22:22:52"
"2020-01-03 18:00:00","W","0.254","0.255","0.253","6.000","2021-06-01 22:22:52"
"2020-01-03 18:00:00","D","0.886","0.899","0.873","6.000","2021-06-01 22:22:52"
"2020-01-04 00:00:00","W","0.254","0.255","0.254","6.000","2021-06-01 22:22:52"
"2020-01-04 00:00:00","D","0.883","0.892","0.878","6.000","2021-06-01 22:22:52"
"2020-01-04 06:00:00","W","0.254","0.254","0.254","6.000","2021-06-01 22:22:52"
"2020-01-04 06:00:00","D","0.882","0.883","0.877","6.000","2021-06-01 22:22:52"
"2020-01-04 12:00:00","W","0.254","0.254","0.254","1.000","2021-06-01 22:22:52"
"2020-01-04 12:00:00","D","0.885","0.894","0.871","6.000","2021-06-01 22:22:52"
"2020-01-04 18:00:00","D","0.893","0.918","0.882","6.000","2021-06-01 22:22:52"
"2020-01-05 00:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:23:23"
"2020-01-05 00:00:00","D","0.880","0.887","0.874","6.000","2021-06-01 22:22:52"
"2020-01-05 06:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:23:23"
"2020-01-05 06:00:00","D","0.879","0.888","0.875","6.000","2021-06-01 22:22:52"
"2020-01-05 12:00:00","W","0.254","0.254","0.254","6.000","2021-06-01 22:23:23"
"2020-01-05 12:00:00","D","0.882","0.889","0.878","6.000","2021-06-01 22:22:52"
"2020-01-05 18:00:00","W","0.255","0.258","0.253","6.000","2021-06-01 22:23:23"
"2020-01-05 18:00:00","D","0.898","0.937","0.873","6.000","2021-06-01 22:22:52"
"2020-01-06 00:00:00","W","0.252","0.252","0.252","6.000","2021-06-01 22:23:23"
"2020-01-06 00:00:00","D","0.860","0.862","0.858","6.000","2021-06-01 22:22:52"
"2020-01-06 06:00:00","W","0.252","0.252","0.252","6.000","2021-06-01 22:23:23"
"2020-01-06 06:00:00","D","0.865","0.867","0.863","6.000","2021-06-01 22:22:52"
"2020-01-06 12:00:00","W","0.253","0.254","0.252","6.000","2021-06-01 22:23:23"
"2020-01-06 12:00:00","D","0.876","0.889","0.867","6.000","2021-06-01 22:22:52"
"2020-01-06 18:00:00","W","0.256","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-06 18:00:00","D","0.906","0.933","0.878","6.000","2021-06-01 22:22:52"
"2020-01-07 00:00:00","W","0.254","0.255","0.253","6.000","2021-06-01 22:23:23"
"2020-01-07 00:00:00","D","0.883","0.901","0.873","6.000","2021-06-01 22:22:52"
"2020-01-07 06:00:00","W","0.254","0.254","0.253","6.000","2021-06-01 22:23:23"
"2020-01-07 06:00:00","D","0.880","0.884","0.871","6.000","2021-06-01 22:22:52"
"2020-01-07 12:00:00","W","0.254","0.255","0.254","6.000","2021-06-01 22:23:23"
"2020-01-07 12:00:00","D","0.884","0.893","0.879","6.000","2021-06-01 22:22:52"
"2020-01-07 18:00:00","W","0.256","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-07 18:00:00","D","0.903","0.936","0.884","6.000","2021-06-01 22:22:52"
"2020-01-08 00:00:00","W","0.254","0.255","0.253","6.000","2021-06-01 22:23:23"
"2020-01-08 00:00:00","D","0.886","0.891","0.875","6.000","2021-06-01 22:22:52"
"2020-01-08 06:00:00","W","0.254","0.254","0.254","6.000","2021-06-01 22:23:23"
"2020-01-08 06:00:00","D","0.882","0.886","0.880","6.000","2021-06-01 22:22:52"
"2020-01-08 12:00:00","W","0.255","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-08 12:00:00","D","0.896","0.939","0.883","6.000","2021-06-01 22:22:52"
"2020-01-08 18:00:00","W","0.256","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-08 18:00:00","D","0.906","0.938","0.887","6.000","2021-06-01 22:22:52"
"2020-01-09 00:00:00","W","0.255","0.256","0.254","6.000","2021-06-01 22:23:23"
"2020-01-09 00:00:00","D","0.889","0.906","0.878","6.000","2021-06-01 22:22:52"
"2020-01-09 06:00:00","W","0.254","0.254","0.254","6.000","2021-06-01 22:23:23"
"2020-01-09 06:00:00","D","0.882","0.885","0.878","6.000","2021-06-01 22:22:52"
"2020-01-09 12:00:00","W","0.255","0.257","0.254","6.000","2021-06-01 22:23:23"
"2020-01-09 12:00:00","D","0.893","0.922","0.883","6.000","2021-06-01 22:22:52"
"2020-01-09 18:00:00","W","0.257","0.259","0.255","6.000","2021-06-01 22:23:23"
"2020-01-09 18:00:00","D","0.915","0.949","0.894","6.000","2021-06-01 22:22:52"
"2020-01-10 00:00:00","W","0.255","0.255","0.255","6.000","2021-06-01 22:23:23"
"2020-01-10 00:00:00","D","0.895","0.898","0.891","6.000","2021-06-01 22:22:52"
"2020-01-10 06:00:00","W","0.255","0.255","0.254","6.000","2021-06-01 22:23:23"
"2020-01-10 06:00:00","D","0.892","0.895","0.884","6.000","2021-06-01 22:22:52"
"2020-01-10 12:00:00","W","0.255","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-10 12:00:00","D","0.896","0.930","0.883","6.000","2021-06-01 22:22:52"
"2020-01-10 18:00:00","W","0.256","0.259","0.254","6.000","2021-06-01 22:23:23"
"2020-01-10 18:00:00","D","0.906","0.944","0.883","6.000","2021-06-01 22:22:52"
"2020-01-11 00:00:00","W","0.255","0.256","0.254","6.000","2021-06-01 22:23:23"
"2020-01-11 00:00:00","D","0.896","0.909","0.885","6.000","2021-06-01 22:22:52"
"2020-01-11 06:00:00","W","0.255","0.255","0.254","6.000","2021-06-01 22:23:23"
"2020-01-11 06:00:00","D","0.891","0.898","0.885","6.000","2021-06-01 22:22:52"
"2020-01-11 12:00:00","W","0.255","0.255","0.254","6.000","2021-06-01 22:23:23"
"2020-01-11 12:00:00","D","0.894","0.899","0.887","6.000","2021-06-01 22:22:52"
"2020-01-11 18:00:00","W","0.256","0.258","0.254","6.000","2021-06-01 22:23:23"
"2020-01-11 18:00:00","D","0.908","0.938","0.888","6.000","2021-06-01 22:22:52"
"2020-01-12 00:00:00","W","0.255","0.255","0.254","6.000","2021-06-01 22:23:23"
"2020-01-12 00:00:00","D","0.892","0.899","0.880","6.000","2021-06-01 22:22:52"
"2020-01-12 06:00:00","W","0.255","0.255","0.255","6.000","2021-06-01 22:23:23"
"2020-01-12 06:00:00","D","0.900","0.902","0.895","6.000","2021-06-01 22:22:52"
"2020-01-12 12:00:00","W","0.255","0.256","0.255","6.000","2021-06-01 22:23:23"
"2020-01-12 12:00:00","D","0.901","0.905","0.896","6.000","2021-06-01 22:22:52"
"2020-01-12 18:00:00","W","0.256","0.258","0.255","6.000","2021-06-01 22:23:23"
"2020-01-12 18:00:00","D","0.911","0.938","0.894","6.000","2021-06-01 22:22:52"
"2020-01-13 00:00:00","W","0.255","0.256","0.255","6.000","2021-06-01 22:23:23"
"2020-01-13 00:00:00","D","0.900","0.905","0.897","6.000","2021-06-01 22:22:52"
"2020-01-13 06:00:00","W","0.255","0.256","0.255","6.000","2021-06-01 22:23:23"
"2020-01-13 06:00:00","D","0.901","0.906","0.898","6.000","2021-06-01 22:22:52"
"2020-01-13 12:00:00","W","0.256","0.258","0.255","6.000","2021-06-01 22:23:23"
"2020-01-13 12:00:00","D","0.909","0.933","0.902","6.000","2021-06-01 22:22:52"
"2020-01-13 18:00:00","W","0.251","0.253","0.250","6.000","2021-06-01 22:23:23"
"2020-01-13 18:00:00","D","0.847","0.871","0.836","6.000","2021-06-01 22:22:52"
"2020-01-14 00:00:00","W","0.251","0.252","0.251","6.000","2021-06-01 22:23:23"
"2020-01-14 00:00:00","D","0.844","0.852","0.840","6.000","2021-06-01 22:22:52"
"2020-01-14 06:00:00","W","0.251","0.251","0.250","6.000","2021-06-01 22:23:23"
"2020-01-14 06:00:00","D","0.841","0.848","0.834","6.000","2021-06-01 22:22:52"
"2020-01-14 12:00:00","W","0.251","0.253","0.251","6.000","2021-06-01 22:23:23"
"2020-01-14 12:00:00","D","0.851","0.870","0.842","6.000","2021-06-01 22:22:52"
"2020-01-14 18:00:00","W","0.253","0.255","0.252","6.000","2021-06-01 22:23:23"
"2020-01-14 18:00:00","D","0.869","0.897","0.857","6.000","2021-06-01 22:22:52"
"2020-01-15 00:00:00","W","0.252","0.253","0.251","6.000","2021-06-01 22:23:23"
"2020-01-15 00:00:00","D","0.854","0.864","0.844","6.000","2021-06-01 22:22:52"
