"UTC0 datetime","Variable","Value","Max Value","Min Value","%Coverage","Updated at"
"2020-01-01 00:00:00","D","8.627","8.715","8.493","6.000","2021-06-19 06:24:16"
"2020-01-01 06:00:00","D","8.220","8.513","7.865","6.000","2021-06-19 06:24:16"
"2020-01-01 12:00:00","D","7.727","7.883","7.633","6.000","2021-06-19 06:24:16"
"2020-01-01 18:00:00","D","7.741","7.923","7.595","6.000","2021-06-19 06:24:16"
"2020-01-02 00:00:00","D","8.023","8.113","7.930","6.000","2021-06-19 06:24:16"
"2020-01-02 06:00:00","D","7.758","7.915","7.540","6.000","2021-06-19 06:24:16"
"2020-01-02 12:00:00","D","7.394","7.468","7.280","6.000","2021-06-19 06:24:16"
"2020-01-02 18:00:00","D","7.622","7.790","7.455","6.000","2021-06-19 06:24:16"
"2020-01-03 00:00:00","D","8.397","8.988","7.933","6.000","2021-06-19 06:24:16"
"2020-01-03 06:00:00","D","9.673","10.450","8.965","6.000","2021-06-19 06:24:16"
"2020-01-03 12:00:00","D","10.738","11.225","10.100","6.000","2021-06-19 06:24:16"
"2020-01-03 18:00:00","D","10.123","10.550","9.665","6.000","2021-06-19 06:24:16"
"2020-01-04 00:00:00","D","9.185","9.553","8.745","6.000","2021-06-19 06:24:16"
"2020-01-04 06:00:00","D","8.280","8.568","7.908","6.000","2021-06-19 06:24:16"
"2020-01-04 12:00:00","D","7.736","7.890","7.633","6.000","2021-06-19 06:24:16"
"2020-01-04 18:00:00","D","7.906","8.103","7.625","6.000","2021-06-19 06:24:16"
"2020-01-05 00:00:00","D","8.164","8.315","7.970","6.000","2021-06-19 06:24:16"
"2020-01-05 06:00:00","D","7.692","7.915","7.528","6.000","2021-06-19 06:24:16"
"2020-01-05 12:00:00","D","7.337","7.423","7.250","6.000","2021-06-19 06:24:16"
"2020-01-05 18:00:00","D","7.998","8.415","7.470","6.000","2021-06-19 06:24:16"
"2020-01-06 00:00:00","D","8.419","8.505","8.353","6.000","2021-06-19 06:24:16"
"2020-01-06 06:00:00","D","8.113","8.400","7.700","6.000","2021-06-19 06:24:16"
"2020-01-06 12:00:00","D","7.528","7.668","7.463","6.000","2021-06-19 06:24:16"
"2020-01-06 18:00:00","D","7.762","7.913","7.528","6.000","2021-06-19 06:24:16"
"2020-01-07 00:00:00","D","8.453","8.960","8.010","6.000","2021-06-19 06:24:16"
"2020-01-07 06:00:00","D","8.273","8.693","7.840","6.000","2021-06-19 06:24:16"
"2020-01-07 12:00:00","D","7.533","7.715","7.443","6.000","2021-06-19 06:24:16"
"2020-01-07 18:00:00","D","7.618","7.730","7.498","6.000","2021-06-19 06:24:16"
"2020-01-08 00:00:00","D","7.609","7.753","7.473","6.000","2021-06-19 06:24:16"
"2020-01-08 06:00:00","D","7.529","7.740","7.225","6.000","2021-06-19 06:24:16"
"2020-01-08 12:00:00","D","7.392","7.515","7.218","6.000","2021-06-19 06:24:16"
"2020-01-08 18:00:00","D","7.616","7.708","7.523","6.000","2021-06-19 06:24:16"
"2020-01-09 00:00:00","D","7.845","9.103","7.485","6.000","2021-06-19 06:24:16"
"2020-01-09 06:00:00","D","27.100","38.675","14.550","6.000","2021-06-19 06:24:16"
"2020-01-09 12:00:00","D","32.629","38.750","27.400","6.000","2021-06-19 06:24:16"
"2020-01-09 18:00:00","D","22.475","25.650","19.725","6.000","2021-06-19 06:24:16"
