"UTC0 datetime","Variable","Value","Max Value","Min Value","%Coverage","Updated at"
"2020-01-01 00:00:00","D","4.038","4.100","3.975","6.000","2021-06-19 01:59:48"
"2020-01-01 06:00:00","D","3.988","4.083","3.903","6.000","2021-06-19 01:59:48"
"2020-01-01 12:00:00","D","3.888","3.945","3.825","6.000","2021-06-19 01:59:48"
"2020-01-01 18:00:00","D","3.915","4.055","3.633","6.000","2021-06-19 01:59:48"
"2020-01-02 00:00:00","D","3.885","3.963","3.815","6.000","2021-06-19 01:59:48"
"2020-01-02 06:00:00","D","3.794","3.878","3.718","6.000","2021-06-19 01:59:48"
"2020-01-02 12:00:00","D","3.791","3.928","3.740","6.000","2021-06-19 01:59:48"
"2020-01-02 18:00:00","D","3.826","4.045","3.408","6.000","2021-06-19 01:59:48"
"2020-01-03 00:00:00","D","3.614","3.658","3.540","6.000","2021-06-19 01:59:48"
"2020-01-03 06:00:00","D","3.679","3.730","3.658","6.000","2021-06-19 01:59:48"
"2020-01-03 12:00:00","D","3.812","3.938","3.685","6.000","2021-06-19 01:59:48"
"2020-01-03 18:00:00","D","4.454","4.958","3.820","6.000","2021-06-19 01:59:48"
"2020-01-04 00:00:00","D","4.764","4.848","4.638","6.000","2021-06-19 01:59:48"
"2020-01-04 06:00:00","D","4.653","4.715","4.585","6.000","2021-06-19 01:59:48"
"2020-01-04 12:00:00","D","4.689","4.828","4.603","6.000","2021-06-19 01:59:48"
"2020-01-04 18:00:00","D","4.610","4.775","4.453","6.000","2021-06-19 01:59:48"
"2020-01-05 00:00:00","D","4.508","4.575","4.438","6.000","2021-06-19 01:59:48"
"2020-01-05 06:00:00","D","4.440","4.473","4.350","6.000","2021-06-19 01:59:48"
"2020-01-05 12:00:00","D","4.318","4.383","4.225","6.000","2021-06-19 01:59:48"
"2020-01-05 18:00:00","D","4.097","4.430","3.735","6.000","2021-06-19 01:59:48"
"2020-01-06 00:00:00","D","3.949","4.035","3.870","6.000","2021-06-19 01:59:48"
"2020-01-06 06:00:00","D","3.871","4.020","3.770","6.000","2021-06-19 01:59:48"
"2020-01-06 12:00:00","D","3.789","3.888","3.670","6.000","2021-06-19 01:59:48"
"2020-01-06 18:00:00","D","3.772","3.973","3.578","6.000","2021-06-19 01:59:48"
"2020-01-07 00:00:00","D","3.725","3.835","3.610","6.000","2021-06-19 01:59:48"
"2020-01-07 06:00:00","D","3.687","3.710","3.635","6.000","2021-06-19 01:59:48"
"2020-01-07 12:00:00","D","3.654","3.790","3.590","6.000","2021-06-19 01:59:48"
"2020-01-07 18:00:00","D","3.616","3.698","3.525","6.000","2021-06-19 01:59:48"
"2020-01-08 00:00:00","D","3.497","3.530","3.438","6.000","2021-06-19 01:59:49"
"2020-01-08 06:00:00","D","3.462","3.528","3.408","6.000","2021-06-19 01:59:48"
"2020-01-08 12:00:00","D","3.456","3.545","3.358","6.000","2021-06-19 01:59:48"
"2020-01-08 18:00:00","D","3.458","3.575","3.343","6.000","2021-06-19 01:59:49"
"2020-01-09 00:00:00","D","3.471","3.543","3.410","6.000","2021-06-19 01:59:48"
"2020-01-09 06:00:00","D","3.538","3.578","3.500","6.000","2021-06-19 01:59:49"
"2020-01-09 12:00:00","D","3.687","3.833","3.485","6.000","2021-06-19 01:59:48"
"2020-01-09 18:00:00","D","3.574","3.808","3.370","6.000","2021-06-19 01:59:49"
"2020-01-10 00:00:00","D","4.360","4.668","3.993","6.000","2021-06-19 01:59:48"
"2020-01-10 06:00:00","D","5.641","6.340","4.888","6.000","2021-06-19 01:59:49"
"2020-01-10 12:00:00","D","6.366","6.738","6.163","6.000","2021-06-19 01:59:48"
"2020-01-10 18:00:00","D","6.278","6.485","6.183","6.000","2021-06-19 01:59:49"
"2020-01-11 00:00:00","D","6.061","6.138","5.935","6.000","2021-06-19 01:59:48"
"2020-01-11 06:00:00","D","5.993","6.095","5.930","6.000","2021-06-19 01:59:49"
"2020-01-11 12:00:00","D","5.777","6.000","5.533","6.000","2021-06-19 01:59:48"
"2020-01-11 18:00:00","D","5.343","5.715","5.188","6.000","2021-06-19 01:59:49"
"2020-01-12 00:00:00","D","5.180","5.285","5.110","6.000","2021-06-19 01:59:48"
"2020-01-12 06:00:00","D","5.077","5.160","4.940","6.000","2021-06-19 01:59:48"
"2020-01-12 12:00:00","D","4.870","4.960","4.760","6.000","2021-06-19 01:59:48"
"2020-01-12 18:00:00","D","4.662","4.955","4.238","6.000","2021-06-19 01:59:48"
"2020-01-13 00:00:00","D","4.691","4.920","4.420","6.000","2021-06-19 01:59:49"
"2020-01-13 06:00:00","D","4.706","4.890","4.543","6.000","2021-06-19 01:59:48"
"2020-01-13 12:00:00","D","4.605","4.698","4.438","6.000","2021-06-19 01:59:49"
"2020-01-13 18:00:00","D","4.527","4.580","4.438","6.000","2021-06-19 01:59:48"
"2020-01-14 00:00:00","D","4.595","4.705","4.525","6.000","2021-06-19 01:59:49"
"2020-01-14 06:00:00","D","5.158","5.593","4.885","6.000","2021-06-19 01:59:48"
"2020-01-14 12:00:00","D","6.240","6.588","5.713","6.000","2021-06-19 01:59:49"
"2020-01-14 18:00:00","D","6.172","6.485","5.998","6.000","2021-06-19 01:59:48"
"2020-01-15 00:00:00","D","6.353","6.393","6.310","6.000","2021-06-19 01:59:49"
"2020-01-15 06:00:00","D","7.759","9.320","6.590","6.000","2021-06-19 01:59:48"
"2020-01-15 12:00:00","D","14.974","20.875","10.218","6.000","2021-06-19 01:59:49"
"2020-01-15 18:00:00","D","25.975","28.850","22.000","6.000","2021-06-19 01:59:48"
"2020-01-16 00:00:00","D","29.475","30.075","29.100","6.000","2021-06-19 01:59:49"
"2020-01-16 06:00:00","D","25.800","28.400","22.750","6.000","2021-06-19 01:59:48"
"2020-01-16 12:00:00","D","20.208","22.000","18.125","6.000","2021-06-19 01:59:48"
"2020-01-16 18:00:00","D","18.671","19.800","17.475","6.000","2021-06-19 01:59:49"
"2020-01-17 00:00:00","D","15.083","16.975","12.050","6.000","2021-06-19 01:59:48"
"2020-01-17 06:00:00","D","12.658","14.650","11.125","6.000","2021-06-19 01:59:49"
"2020-01-17 12:00:00","D","12.463","13.075","12.025","6.000","2021-06-19 01:59:48"
"2020-01-17 18:00:00","D","13.721","13.975","13.400","6.000","2021-06-19 01:59:49"
"2020-01-18 00:00:00","D","13.863","14.050","13.550","6.000","2021-06-19 01:59:48"
"2020-01-18 06:00:00","D","13.521","13.775","13.200","6.000","2021-06-19 01:59:49"
"2020-01-18 12:00:00","D","12.454","13.250","10.900","6.000","2021-06-19 01:59:48"
"2020-01-18 18:00:00","D","10.879","11.125","10.700","6.000","2021-06-19 01:59:49"
"2020-01-19 00:00:00","D","10.105","10.625","9.293","6.000","2021-06-19 01:59:48"
"2020-01-19 06:00:00","D","8.595","9.083","8.213","6.000","2021-06-19 01:59:49"
"2020-01-19 12:00:00","D","7.755","8.235","7.345","6.000","2021-06-19 01:59:48"
"2020-01-19 18:00:00","D","7.213","7.538","6.963","6.000","2021-06-19 01:59:49"
"2020-01-20 00:00:00","D","6.327","7.100","5.753","6.000","2021-06-19 01:59:48"
"2020-01-20 06:00:00","D","6.286","6.308","6.250","6.000","2021-06-19 01:59:48"
"2020-01-20 12:00:00","D","5.891","6.205","5.055","6.000","2021-06-19 01:59:48"
"2020-01-20 18:00:00","D","4.204","4.823","3.485","6.000","2021-06-19 01:59:48"
"2020-01-21 00:00:00","D","4.872","4.935","4.788","6.000","2021-06-19 01:59:49"
"2020-01-21 06:00:00","D","5.026","5.095","4.903","6.000","2021-06-19 01:59:48"
"2020-01-21 12:00:00","D","5.027","5.113","4.878","6.000","2021-06-19 01:59:49"
"2020-01-21 18:00:00","D","4.964","5.375","4.805","6.000","2021-06-19 01:59:48"
"2020-01-22 00:00:00","D","4.983","5.123","4.858","6.000","2021-06-19 01:59:49"
"2020-01-22 06:00:00","D","4.781","4.855","4.653","6.000","2021-06-19 01:59:48"
"2020-01-22 12:00:00","D","4.758","4.815","4.685","6.000","2021-06-19 01:59:49"
"2020-01-22 18:00:00","D","4.508","4.740","4.255","6.000","2021-06-19 01:59:48"
"2020-01-23 00:00:00","D","4.499","4.625","4.410","6.000","2021-06-19 01:59:49"
"2020-01-23 06:00:00","D","4.489","4.570","4.408","6.000","2021-06-19 01:59:48"
"2020-01-23 12:00:00","D","4.485","4.583","4.403","6.000","2021-06-19 01:59:49"
"2020-01-23 18:00:00","D","4.473","4.505","4.430","6.000","2021-06-19 01:59:48"
"2020-01-24 00:00:00","D","4.464","4.490","4.433","6.000","2021-06-19 01:59:49"
"2020-01-24 06:00:00","D","4.446","4.528","4.375","6.000","2021-06-19 01:59:48"
"2020-01-24 12:00:00","D","4.551","4.708","4.378","6.000","2021-06-19 01:59:48"
"2020-01-24 18:00:00","D","4.392","4.635","4.205","6.000","2021-06-19 01:59:49"
"2020-01-25 00:00:00","D","4.241","4.295","4.193","6.000","2021-06-19 01:59:48"
"2020-01-25 06:00:00","D","4.251","4.293","4.193","6.000","2021-06-19 01:59:49"
"2020-01-25 12:00:00","D","4.295","4.368","4.233","6.000","2021-06-19 01:59:48"
"2020-01-25 18:00:00","D","4.192","4.560","3.885","6.000","2021-06-19 01:59:49"
"2020-01-26 00:00:00","D","4.248","4.343","4.168","6.000","2021-06-19 01:59:48"
"2020-01-26 06:00:00","D","4.111","4.223","4.013","6.000","2021-06-19 01:59:49"
"2020-01-26 12:00:00","D","4.168","4.310","4.073","6.000","2021-06-19 01:59:48"
"2020-01-26 18:00:00","D","4.055","4.285","3.948","6.000","2021-06-19 01:59:49"
"2020-01-27 00:00:00","D","4.105","4.250","3.933","6.000","2021-06-19 01:59:48"
"2020-01-27 06:00:00","D","4.147","4.228","4.000","6.000","2021-06-19 01:59:49"
"2020-01-27 12:00:00","D","4.244","4.340","4.133","6.000","2021-06-19 01:59:48"
"2020-01-27 18:00:00","D","4.419","4.775","4.208","6.000","2021-06-19 01:59:49"
"2020-01-28 00:00:00","D","5.418","6.090","4.885","6.000","2021-06-19 01:59:48"
"2020-01-28 06:00:00","D","8.126","9.090","7.015","6.000","2021-06-19 01:59:48"
"2020-01-28 12:00:00","D","8.200","8.323","8.098","6.000","2021-06-19 01:59:48"
"2020-01-28 18:00:00","D","8.763","9.068","8.488","6.000","2021-06-19 01:59:48"
"2020-01-29 00:00:00","D","9.263","9.403","9.008","6.000","2021-06-19 01:59:49"
"2020-01-29 06:00:00","D","8.504","8.865","8.283","6.000","2021-06-19 01:59:48"
"2020-01-29 12:00:00","D","7.839","8.200","7.520","6.000","2021-06-19 01:59:49"
"2020-01-29 18:00:00","D","6.934","7.548","6.250","6.000","2021-06-19 01:59:48"
"2020-01-30 00:00:00","D","6.464","6.650","6.223","6.000","2021-06-19 01:59:49"
"2020-01-30 06:00:00","D","5.961","6.198","5.598","6.000","2021-06-19 01:59:48"
"2020-01-30 12:00:00","D","5.794","5.968","5.715","6.000","2021-06-19 01:59:49"
"2020-01-30 18:00:00","D","5.592","5.773","5.475","6.000","2021-06-19 01:59:48"
"2020-01-31 00:00:00","D","5.443","5.538","5.330","6.000","2021-06-19 01:59:49"
"2020-01-31 06:00:00","D","5.110","5.333","4.930","6.000","2021-06-19 01:59:48"
"2020-01-31 12:00:00","D","5.070","5.263","4.928","6.000","2021-06-19 01:59:49"
"2020-01-31 18:00:00","D","4.904","5.135","4.663","6.000","2021-06-19 01:59:48"
"2020-02-01 00:00:00","D","4.546","4.720","4.440","6.000","2021-06-19 01:59:49"
"2020-02-01 06:00:00","D","4.491","4.555","4.403","6.000","2021-06-19 01:59:48"
"2020-02-01 12:00:00","D","4.521","4.583","4.475","6.000","2021-06-19 01:59:48"
"2020-02-01 18:00:00","D","4.318","4.565","4.068","6.000","2021-06-19 01:59:49"
"2020-02-02 00:00:00","D","4.211","4.293","4.123","6.000","2021-06-19 01:59:49"
"2020-02-02 06:00:00","D","4.255","4.380","4.155","6.000","2021-06-19 01:59:49"
"2020-02-02 12:00:00","D","4.416","4.545","4.265","6.000","2021-06-19 01:59:49"
"2020-02-02 18:00:00","D","5.191","5.305","4.905","6.000","2021-06-19 01:59:49"
"2020-02-03 00:00:00","D","5.206","5.300","5.085","6.000","2021-06-19 01:59:49"
"2020-02-03 06:00:00","D","4.907","5.063","4.768","6.000","2021-06-19 01:59:49"
"2020-02-03 12:00:00","D","4.714","4.883","4.570","6.000","2021-06-19 01:59:49"
"2020-02-03 18:00:00","D","4.554","4.615","4.480","6.000","2021-06-19 01:59:49"
"2020-02-04 00:00:00","D","4.467","4.550","4.320","6.000","2021-06-19 01:59:49"
"2020-02-04 06:00:00","D","4.332","4.490","4.218","6.000","2021-06-19 01:59:49"
"2020-02-04 12:00:00","D","4.334","4.505","4.203","6.000","2021-06-19 01:59:49"
"2020-02-04 18:00:00","D","3.828","4.145","3.625","6.000","2021-06-19 01:59:49"
"2020-02-05 00:00:00","D","3.880","3.960","3.828","6.000","2021-06-19 01:59:49"
"2020-02-05 06:00:00","D","3.745","3.835","3.670","6.000","2021-06-19 01:59:49"
"2020-02-05 12:00:00","D","3.664","3.765","3.518","6.000","2021-06-19 01:59:49"
"2020-02-05 18:00:00","D","3.543","3.790","3.350","6.000","2021-06-19 01:59:49"
"2020-02-06 00:00:00","D","3.563","3.630","3.490","6.000","2021-06-19 01:59:49"
"2020-02-06 06:00:00","D","3.378","3.430","3.315","6.000","2021-06-19 01:59:49"
"2020-02-06 12:00:00","D","3.375","3.428","3.325","6.000","2021-06-19 01:59:49"
"2020-02-06 18:00:00","D","3.576","3.765","3.430","6.000","2021-06-19 01:59:49"
"2020-02-07 00:00:00","D","3.546","3.610","3.465","6.000","2021-06-19 01:59:49"
"2020-02-07 06:00:00","D","3.502","3.573","3.373","6.000","2021-06-19 01:59:49"
"2020-02-07 12:00:00","D","3.670","3.760","3.518","6.000","2021-06-19 01:59:49"
"2020-02-07 18:00:00","D","3.496","3.615","3.433","6.000","2021-06-19 01:59:49"
"2020-02-08 00:00:00","D","3.528","3.600","3.458","6.000","2021-06-19 01:59:49"
"2020-02-08 06:00:00","D","3.582","3.615","3.550","6.000","2021-06-19 01:59:49"
"2020-02-08 12:00:00","D","3.883","4.073","3.688","6.000","2021-06-19 01:59:49"
"2020-02-08 18:00:00","D","3.695","3.830","3.608","6.000","2021-06-19 01:59:49"
"2020-02-09 00:00:00","D","3.685","3.743","3.558","6.000","2021-06-19 01:59:49"
"2020-02-09 06:00:00","D","3.730","3.788","3.663","6.000","2021-06-19 01:59:49"
"2020-02-09 12:00:00","D","3.725","3.798","3.680","6.000","2021-06-19 01:59:49"
"2020-02-09 18:00:00","D","4.033","4.445","3.755","6.000","2021-06-19 01:59:49"
"2020-02-10 00:00:00","D","4.992","5.690","4.608","6.000","2021-06-19 01:59:49"
"2020-02-10 06:00:00","D","6.668","6.873","6.480","6.000","2021-06-19 01:59:49"
"2020-02-10 12:00:00","D","6.212","6.395","6.098","6.000","2021-06-19 01:59:49"
"2020-02-10 18:00:00","D","5.901","5.983","5.795","6.000","2021-06-19 01:59:49"
"2020-02-11 00:00:00","D","6.367","6.858","6.065","6.000","2021-06-19 01:59:49"
"2020-02-11 06:00:00","D","7.152","7.525","6.773","6.000","2021-06-19 01:59:49"
"2020-02-11 12:00:00","D","6.997","7.333","6.715","6.000","2021-06-19 01:59:49"
"2020-02-11 18:00:00","D","5.929","6.070","5.833","6.000","2021-06-19 01:59:49"
"2020-02-12 00:00:00","D","5.510","5.698","5.163","6.000","2021-06-19 01:59:49"
"2020-02-12 06:00:00","D","5.041","5.118","4.975","6.000","2021-06-19 01:59:49"
"2020-02-12 12:00:00","D","4.846","4.993","4.588","6.000","2021-06-19 01:59:49"
"2020-02-12 18:00:00","D","4.525","4.645","4.418","6.000","2021-06-19 01:59:49"
"2020-02-13 00:00:00","D","4.534","4.610","4.440","6.000","2021-06-19 01:59:49"
"2020-02-13 06:00:00","D","4.615","4.913","4.495","6.000","2021-06-19 01:59:49"
"2020-02-13 12:00:00","D","6.376","8.628","5.430","6.000","2021-06-19 01:59:49"
"2020-02-13 18:00:00","D","10.649","11.500","10.000","6.000","2021-06-19 01:59:49"
"2020-02-14 00:00:00","D","9.005","9.885","8.205","6.000","2021-06-19 01:59:49"
"2020-02-14 06:00:00","D","8.075","8.363","7.895","6.000","2021-06-19 01:59:49"
"2020-02-14 12:00:00","D","7.507","7.805","7.078","6.000","2021-06-19 01:59:49"
"2020-02-14 18:00:00","D","6.494","7.205","5.653","6.000","2021-06-19 01:59:49"
"2020-02-15 00:00:00","D","6.130","6.323","5.985","6.000","2021-06-19 01:59:49"
"2020-02-15 06:00:00","D","5.883","6.058","5.758","6.000","2021-06-19 01:59:49"
"2020-02-15 12:00:00","D","5.795","5.913","5.713","6.000","2021-06-19 01:59:49"
"2020-02-15 18:00:00","D","6.146","6.500","5.860","6.000","2021-06-19 01:59:49"
"2020-02-16 00:00:00","D","7.019","7.728","6.473","6.000","2021-06-19 01:59:49"
"2020-02-16 06:00:00","D","9.624","10.283","8.998","6.000","2021-06-19 01:59:49"
"2020-02-16 12:00:00","D","12.301","15.225","9.998","6.000","2021-06-19 01:59:49"
"2020-02-16 18:00:00","D","23.758","29.775","17.175","6.000","2021-06-19 01:59:49"
"2020-02-17 00:00:00","D","34.929","36.975","32.750","6.000","2021-06-19 01:59:49"
"2020-02-17 06:00:00","D","38.721","39.425","37.400","6.000","2021-06-19 01:59:49"
"2020-02-17 12:00:00","D","35.196","37.400","33.525","6.000","2021-06-19 01:59:49"
"2020-02-17 18:00:00","D","28.046","30.825","25.975","6.000","2021-06-19 01:59:49"
"2020-02-18 00:00:00","D","24.917","26.700","23.400","6.000","2021-06-19 01:59:49"
"2020-02-18 06:00:00","D","20.408","22.025","18.775","6.000","2021-06-19 01:59:49"
"2020-02-18 12:00:00","D","15.208","18.225","13.100","6.000","2021-06-19 01:59:49"
"2020-02-18 18:00:00","D","12.278","13.250","10.643","6.000","2021-06-19 01:59:49"
"2020-02-19 00:00:00","D","11.233","11.500","10.800","6.000","2021-06-19 01:59:49"
"2020-02-19 06:00:00","D","10.583","10.825","10.300","6.000","2021-06-19 01:59:49"
"2020-02-19 12:00:00","D","9.004","10.200","7.795","6.000","2021-06-19 01:59:49"
"2020-02-19 18:00:00","D","8.337","8.528","8.085","6.000","2021-06-19 01:59:49"
"2020-02-20 00:00:00","D","8.073","8.120","7.960","6.000","2021-06-19 01:59:49"
"2020-02-20 06:00:00","D","7.790","7.923","7.673","6.000","2021-06-19 01:59:49"
"2020-02-20 12:00:00","D","7.479","7.693","7.200","6.000","2021-06-19 01:59:49"
"2020-02-20 18:00:00","D","7.287","7.558","6.823","6.000","2021-06-19 01:59:49"
"2020-02-21 00:00:00","D","7.760","8.088","7.463","6.000","2021-06-19 01:59:49"
"2020-02-21 06:00:00","D","8.150","8.418","7.915","6.000","2021-06-19 01:59:49"
"2020-02-21 12:00:00","D","7.642","7.918","7.485","6.000","2021-06-19 01:59:49"
"2020-02-21 18:00:00","D","7.385","7.598","7.160","6.000","2021-06-19 01:59:49"
"2020-02-22 00:00:00","D","7.117","7.283","7.050","6.000","2021-06-19 01:59:49"
"2020-02-22 06:00:00","D","6.902","7.045","6.763","6.000","2021-06-19 01:59:49"
"2020-02-22 12:00:00","D","6.747","6.783","6.708","6.000","2021-06-19 01:59:49"
"2020-02-22 18:00:00","D","6.577","6.775","6.395","6.000","2021-06-19 01:59:49"
"2020-02-23 00:00:00","D","6.465","6.575","6.338","6.000","2021-06-19 01:59:49"
"2020-02-23 06:00:00","D","6.230","6.373","6.110","6.000","2021-06-19 01:59:49"
"2020-02-23 12:00:00","D","6.104","6.203","6.003","6.000","2021-06-19 01:59:49"
"2020-02-23 18:00:00","D","6.177","6.473","6.015","6.000","2021-06-19 01:59:49"
"2020-02-24 00:00:00","D","6.244","6.383","6.118","6.000","2021-06-19 01:59:49"
"2020-02-24 06:00:00","D","6.102","6.173","6.015","6.000","2021-06-19 01:59:49"
"2020-02-24 12:00:00","D","6.054","6.143","5.810","6.000","2021-06-19 01:59:49"
"2020-02-24 18:00:00","D","6.125","6.418","5.893","6.000","2021-06-19 01:59:49"
"2020-02-25 00:00:00","D","6.780","7.030","6.538","6.000","2021-06-19 01:59:49"
"2020-02-25 06:00:00","D","6.876","7.035","6.753","6.000","2021-06-19 01:59:49"
"2020-02-25 12:00:00","D","6.564","6.645","6.485","6.000","2021-06-19 01:59:49"
"2020-02-25 18:00:00","D","6.392","6.580","6.263","6.000","2021-06-19 01:59:49"
"2020-02-26 00:00:00","D","6.311","6.340","6.265","6.000","2021-06-19 01:59:49"
"2020-02-26 06:00:00","D","6.248","6.308","6.193","6.000","2021-06-19 01:59:49"
"2020-02-26 12:00:00","D","6.175","6.238","5.993","6.000","2021-06-19 01:59:49"
"2020-02-26 18:00:00","D","5.844","6.018","5.513","6.000","2021-06-19 01:59:49"
"2020-02-27 00:00:00","D","5.820","5.960","5.710","6.000","2021-06-19 01:59:49"
"2020-02-27 06:00:00","D","5.637","5.738","5.490","6.000","2021-06-19 01:59:49"
"2020-02-27 12:00:00","D","6.098","6.435","5.798","6.000","2021-06-19 01:59:49"
"2020-02-27 18:00:00","D","7.440","8.520","6.390","6.000","2021-06-19 01:59:49"
"2020-02-28 00:00:00","D","9.367","9.623","9.063","6.000","2021-06-19 01:59:49"
"2020-02-28 06:00:00","D","8.814","9.208","8.630","6.000","2021-06-19 01:59:49"
"2020-02-28 12:00:00","D","9.175","9.938","8.653","6.000","2021-06-19 01:59:49"
"2020-02-28 18:00:00","D","11.325","12.725","10.058","6.000","2021-06-19 01:59:49"
"2020-02-29 00:00:00","D","17.204","22.175","13.125","6.000","2021-06-19 01:59:49"
"2020-02-29 06:00:00","D","23.608","24.800","22.650","6.000","2021-06-19 01:59:49"
"2020-02-29 12:00:00","D","25.642","27.250","24.625","6.000","2021-06-19 01:59:49"
"2020-02-29 18:00:00","D","29.492","32.125","27.175","6.000","2021-06-19 01:59:49"
"2020-03-01 00:00:00","D","32.433","32.800","31.750","6.000","2021-06-19 01:59:49"
